Perspective,Predicted,Actual,Answers,question,Input_spans
SUGGESTION,<pad> Stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress,"To keep your hair healthy, avoid excessive use of chemical styling products, wash it properly, limit heat styling, maintain a balanced diet, and manage stress levels effectively.","[""Don't put too much chemicals in your hair like styling products. Wash it thoroughly and avoid over styling like blowers and heat activated devices.\nEat right and the most important one do not stress yourself too much. This is a proven fact that stress can lead to hair loss :-)"", 'I totally agree with the first answer.']",What can I do to maintain healthy hair ??,Don't put too much chemicals in your hair like styling products Wash it thoroughly and avoid over styling like blowers and heat activated devices Eat right and the most important one do not stress yourself too much. 
INFORMATION,<pad> Stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress can lead to hair loss. This is a proven fact that stress,The information suggests that stress can cause hair loss.,"[""Don't put too much chemicals in your hair like styling products. Wash it thoroughly and avoid over styling like blowers and heat activated devices.\nEat right and the most important one do not stress yourself too much. This is a proven fact that stress can lead to hair loss :-)"", 'I totally agree with the first answer.']",What can I do to maintain healthy hair ??,a proven fact that stress can lead to hair loss 
INFORMATION,<pad> Awareness of AIDS.</s>,"Early symptoms of aids include fatique--being tired alot, sores in the mouth and on the tongue and sores and bruises on the bod","['Early symptoms of aids s fatique--being tired alot, sores in the mouth and on the tonue and sores and bruises on the body', 'Aid? You mean AIDS?']",What are the early symptoms of Aid?,": Early symptoms of aids s fatique--being tired alot, sores in the mouth and on the tonue and sores and bruises on the bod "
QUESTION,"s fatique--being tired alot, sores in the mouth and on the tonue and sores and bruises on the body Aid? You mean AIDS?</s>",It is inquired if they meant AIDS.,"['Early symptoms of aids s fatique--being tired alot, sores in the mouth and on the tonue and sores and bruises on the body', 'Aid? You mean AIDS?']",What are the early symptoms of Aid?,You mean AIDS? 
CAUSE,"ness, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity, hypersensitivity and hypersensitivity.","If someone with cancer suddenly stopped breathing, to may be due to hypersensitivity reaction.",['You gave very little info so this is only a guess.\n\nMaybe this patient had some kind of hypersensitivity reaction.\n\nNot sure.'],Why would someone with breast cancer who is doing kemo suddenly stop breathing?,f hypersensitivity reaction 
INFORMATION,doesn't always a bad thing.</s>,"The impact of birth control on weight varies among individuals. Some argue that it is common for women to gain weight due to hormonal changes, leading to a more developed appearance. Others suggest that weight gain is not a direct result of starting birth control, emphasizing the importance of a proper diet, sexual activity, and maintaining healthy habits. There are differing opinions, with some stating that weight gain is likely, while others argue that it depends on factors such as diet, exercise, and hydration.","[""It really depends on you individually. I know it is common for women to gain weight, but never have I seen anyone 'blow up' from starting birth control. It affects your hormones and will make you more 'developed'. Instead, I have seen (in myself and others) that your breast size can increase, as well as more curves adding to your figure. So it's not always a bad thing!"", 'If you have an appropriate diet and sexual activity, yes', 'no,most of the time you gain weight', 'No. Only if you increase your diet and exercise, and drink plenty of water.']",do you loose weight with birth control?,"it is common for women to gain weight, but never have I seen anyone 'blow up' from starting birth control. It affects your hormones and will make you more 'developed' : If you have an appropriate diet and sexual activity, yes _2: no,most of the time you gain weigh _3: No. Only if you increase your diet and exercise, and drink plenty of water. "
EXPERIENCE," a healthy diet, drink plenty of water, and drink plenty of water.</s>",One individual's breasts increased after taking birth control.,"[""It really depends on you individually. I know it is common for women to gain weight, but never have I seen anyone 'blow up' from starting birth control. It affects your hormones and will make you more 'developed'. Instead, I have seen (in myself and others) that your breast size can increase, as well as more curves adding to your figure. So it's not always a bad thing!"", 'If you have an appropriate diet and sexual activity, yes', 'no,most of the time you gain weight', 'No. Only if you increase your diet and exercise, and drink plenty of water.']",do you loose weight with birth control?,"I have seen (in myself and others) that your breast size can increase, as well as more curves adding to your figure "
INFORMATION,<pad> Pharmacy is a by-product of wood industry.</s>,"Dimethyl sulfoxide (DMSO) is a commercial solvent that has been in use since 1953 and is a by-product of the wood industry. Although it is one of the most studied pharmaceutical agents, it remains less understood in the United States. More than 40,000 articles on its chemistry and numerous laboratory studies suggest a wide range of properties. Stanley Jacob, MD, notes that over 11,000 articles worldwide discuss its medical and clinical implications. In various countries, including Canada, Great Britain, Germany, and Japan, doctors prescribe DMSO for conditions such as pain, inflammation, scleroderma, interstitial cystitis, arthritis, and elevated intracranial pressure.","['Dimethyl sulfoxide (DMSO), a by-product of the wood industry, has been in use as a commercial solvent since 1953. It is also one of the most studied but least understood pharmaceutical agents of our time--at least in the United States. According to Stanley Jacob, MD, a former head of the organ transplant program at Oregon Health Sciences University in Portland, more than 40,000 articles on its chemistry have appeared in scientific journals, which, in conjunction with thousands of laboratory studies, provide strong evidence of a wide variety of properties. (See Major Properties Attributed to DMSO) Worldwide, some 11,000 articles have been written on its medical and clinical implications, and in 125 countries throughout the world, including Canada, Great Britain, Germany, and Japan, doctors prescribe it for a variety of ailments, including pain, inflammation, scleroderma, interstitial cystitis, and arthritis elevated intercranial pressure.', 'Maybe this might help you out!\nCheck out these links:::::::\n\nhttp://www.racoon.com/herpes/main/dmso.htm\n\nhttp://www.rx4u.com/dmsoinf.htm\n\nhttp://www.costco.com/pharmacy/healthnotes.asp?indexContentID=2473007&log=&ContentID=2839006\n\nhttp://www.dmso.com/\n\nhttp://altmed.creighton.edu/arthritis/members.htm\n\nhttp://www.cancertutor.com/Cancer/DMSO.html\n\nhttp://www.krysalis.net/dmso.htm\n\nThese links will tell you pretty much everything you want to know about ""dsmo""......']",what is dmso used for?,"imethyl sulfoxide (DMSO), a by-product of the wood industry, has been in use as a commercial solvent since 1953. It is also one of the most studied but least understood pharmaceutical agents of our time--at least in the United States. According to Stanley Jacob, MD, a former head of the organ transplant program at Oregon Health Sciences University in Portland, more than 40,000 articles on its chemistry have appeared in scientific journals, which, in conjunction with thousands of laboratory studies, provide strong evidence of a wide variety of properties. (See Major Properties Attributed to DMSO) Worldwide, some 11,000 articles have been written on its medical and clinical implications, and in 125 countries throughout the world, including Canada, Great Britain, Germany, and Japan, doctors prescribe it for a variety of ailments, including pain, inflammation, scleroderma, interstitial cystitis, and arthritis elevated intercranial pressure "
INFORMATION,"ing gum is indigestible, but it will pass right out in 100 years.</s>","Gum, made mostly out of latex is indigestible and will stay in your system longer than most foods but will pass right out after.","['Chewing gum, made mostly out of latex, is indigestible.  It will stay in your system a little longer than most foods, but it will pass right out.  Usually in much the same form it went in with :o)', 'Longer than time itself. In 100 years you will be a pile of bones and chewing gum.']",How long does chewing gum stay in the digestive track after swallowing it?,"Chewing gum, made mostly out of latex, is indigestible.  It will stay in your system a little longer than most foods, but it will pass right out.  Usually in much the same form it went in with "
INFORMATION," yourself before you have sex. If you have a torn hymen, you'll be a virgin until you have sex.</s>","Using tampons before having sex is safe and does not affect one's virginity. Tampins packaging clarifies that the presence of a hole in the hymen allows tampons to be used without tearing it, Virginity is defined by sexual activity, not tampon use.","[""The tampon packaging says there's a hole in the hymen that allows the tampon to go through.\n\nDon't worry about using tampons before you have sex.  Many women do it safely.\n\nThe previous answerer got it right, though.  You're a virgin until you have sex, whatever the state of your hymen is."", 'There is usually enough clear passage to insert a tampon without tearing your hymen.  However I have heard that this make an almost acceptable excuse for having a torn hymen if one wants to lie about having lost their virginity.\nExplore your own body.  You will be in it the rest of your life.', ""It's possible to tear your hymen, yes, but by definition you are still a virgin until you have intercourse."", 'tampons are generally safe, you won\'t ""lose"" your virginity']",Is it possible to lose your virginity (tear your hymen) to your tampon?,"The tampon packaging says there's a hole in the hymen that allows the tampon to go through.Don't worry about using tampons before you have sex. Many women do it safely You're a virgin until you have sex, whatever the state of your hymen is. tampons are generally safe, you won't ""lose"" your virginity "
EXPERIENCE, of a tampon before you have sex.</s>,"One user states that physical activities like sports or other non-sexual causes can serve as a plausible excuse for a torn hymen, allowing individuals to falsely deny losing their virginity.","[""The tampon packaging says there's a hole in the hymen that allows the tampon to go through.\n\nDon't worry about using tampons before you have sex.  Many women do it safely.\n\nThe previous answerer got it right, though.  You're a virgin until you have sex, whatever the state of your hymen is."", 'There is usually enough clear passage to insert a tampon without tearing your hymen.  However I have heard that this make an almost acceptable excuse for having a torn hymen if one wants to lie about having lost their virginity.\nExplore your own body.  You will be in it the rest of your life.', ""It's possible to tear your hymen, yes, but by definition you are still a virgin until you have intercourse."", 'tampons are generally safe, you won\'t ""lose"" your virginity']",Is it possible to lose your virginity (tear your hymen) to your tampon?,I have heard that this make an almost acceptable excuse for having a torn hymen if one wants to lie about having lost their virginity. 
SUGGESTION,leather your hymen before you have sex.</s>,It is encouraged to explore your own body since it is important for understanding and caring for one's body throughout one's entire life.,"[""The tampon packaging says there's a hole in the hymen that allows the tampon to go through.\n\nDon't worry about using tampons before you have sex.  Many women do it safely.\n\nThe previous answerer got it right, though.  You're a virgin until you have sex, whatever the state of your hymen is."", 'There is usually enough clear passage to insert a tampon without tearing your hymen.  However I have heard that this make an almost acceptable excuse for having a torn hymen if one wants to lie about having lost their virginity.\nExplore your own body.  You will be in it the rest of your life.', ""It's possible to tear your hymen, yes, but by definition you are still a virgin until you have intercourse."", 'tampons are generally safe, you won\'t ""lose"" your virginity']",Is it possible to lose your virginity (tear your hymen) to your tampon?,Explore your own body.  You will be in it the rest of your life. 
SUGGESTION, to see a doctor if it's filled with an extra sac (even if it's filled with air or pus). If it's filled with an extra sac (even if it's filled with air or pus). If it's filled with an extra sac (even if it's filled with an extra sac (even if it's filled with air or pus). If it's filled with an extra sac (even if it,"For a cyst on the scrotum, a doctor is advised.","[""I'm gonna have to go with my gut and say that a having an extra sac (even if it's filled with air or pus) is probably a bad thing. Of course, I'm not a doctor, so it may be really great. Might wanna swing by the M.D. just to check."", 'may want to go to a doctor on that', 'No they are not ok go to the dr. asap.']",Are cysts on my scrotum ok?,: may want to go to a doctor on that 
INFORMATION, of a scrotum or scrotum.</s>,Having a cyst on the scrotum is not a good thing.,"[""I'm gonna have to go with my gut and say that a having an extra sac (even if it's filled with air or pus) is probably a bad thing. Of course, I'm not a doctor, so it may be really great. Might wanna swing by the M.D. just to check."", 'may want to go to a doctor on that', 'No they are not ok go to the dr. asap.']",Are cysts on my scrotum ok?,having an extra sac (even if it's filled with air or pus) is probably a bad thing 
SUGGESTION,"ness, depression, anxiety, depression, anxiety, depression, anxiety, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression, anxiety and depression.</s>","It is suggested to take a step towards change by joining a support group, even if there are monthly dues involved. Craft a 30-day plan to transform your eating habits. Become a savvy food label reader, steering clear of processed foods with ""ose"" in the ingredients. Embrace cooking as a recreational activity to gain better control over your food choices. Prioritize fresh foods—meats, veggies, and fruits—while cutting down on cheese and bread. Stay hydrated with more water. Grant yourself the time needed for this journey.","['Find a support group even if it costs you some monthly dues.  \n\nWork up a 30 day plan to change your behavior.\n\nBecome a food label reader.  Avoid prepared / processed foods with ingredients ending with the letters ""ose,"" (sugars).  \n\nLearn how to cook for yourself, and treat food prep like recreation where you can really work at it, improve at it, get to know your foods better, and gain more control over your food intake.\n\nUse only fresh foods -- meats, veggies, fruits.\n\nCut way back on cheese and bread products.\n\nDrink more water.\n\nGive yourself time.', 'stop eating so much!', 'You should also consider speaking with your doctor. We all battle the bulge as we grow older but perhaps you have a thyroid disorder or other medical condition that is driving your hunger.']","When you have a ravenous appetite that is out of control, and you lost 120 pounds, and now regaining help?","Find a support group even if it costs you some monthly dues. Work up a 30 day plan to change your behavior Become a food label reader Avoid prepared / processed foods with ingredients ending with the letters ""ose,"" (sugars) Learn how to cook for yourself, and treat food prep like recreation where you can really work at it improve at it, get to know your foods better, and gain more control over your food intake Use only fresh foods -- meats, veggies, fruits Cut way back on cheese and bread products Drink more water.Give yourself time You should also consider speaking with your doctor "
INFORMATION,"ness, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression, depression, anxiety, depression, depression, anxiety, depression, depression, anxiety, depression, depression, anxiety, depression, anxiety and depression, stress management, depression, anxiety and depression, stress management, stress management, stress management, stress management, stress management, stress management, stress",For information purposes it is common challenge of aging and the accompanying battle with excess weight.,"['Find a support group even if it costs you some monthly dues.  \n\nWork up a 30 day plan to change your behavior.\n\nBecome a food label reader.  Avoid prepared / processed foods with ingredients ending with the letters ""ose,"" (sugars).  \n\nLearn how to cook for yourself, and treat food prep like recreation where you can really work at it, improve at it, get to know your foods better, and gain more control over your food intake.\n\nUse only fresh foods -- meats, veggies, fruits.\n\nCut way back on cheese and bread products.\n\nDrink more water.\n\nGive yourself time.', 'stop eating so much!', 'You should also consider speaking with your doctor. We all battle the bulge as we grow older but perhaps you have a thyroid disorder or other medical condition that is driving your hunger.']","When you have a ravenous appetite that is out of control, and you lost 120 pounds, and now regaining help?",We all battle the bulge as we grow older 
CAUSE,"ness, apathy, apathy, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, adolescence, ado","Some of the causes of constantly feeling hungry, it could be due to a thyroid disorder or another medical condition. This insatiable appetite, especially after losing a significant amount of weight, may indicate an underlying issue.","['Find a support group even if it costs you some monthly dues.  \n\nWork up a 30 day plan to change your behavior.\n\nBecome a food label reader.  Avoid prepared / processed foods with ingredients ending with the letters ""ose,"" (sugars).  \n\nLearn how to cook for yourself, and treat food prep like recreation where you can really work at it, improve at it, get to know your foods better, and gain more control over your food intake.\n\nUse only fresh foods -- meats, veggies, fruits.\n\nCut way back on cheese and bread products.\n\nDrink more water.\n\nGive yourself time.', 'stop eating so much!', 'You should also consider speaking with your doctor. We all battle the bulge as we grow older but perhaps you have a thyroid disorder or other medical condition that is driving your hunger.']","When you have a ravenous appetite that is out of control, and you lost 120 pounds, and now regaining help?",perhaps you have a thyroid disorder or other medical condition that is driving your hunger 
INFORMATION,<pad> Chronic ejaculation is a risk to men's erection.</s>,"Delayed ejaculation is a condition where a man struggles to climax, often leading to frustration. This issue may require consultation with a urologist, especially if medications like Prozac are involved, which can prolong erections but make achieving orgasm difficult. Such challenges can stem from conditioning to avoid pregnancy after discontinuing birth control pills.","[""This obviously has a good side and a bad side. Your lasting power would make most of us envious! But, if you don't climax and you are frustrated, then it is an issue you want to deal with.\n\nThere is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.\n\nYou might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful."", ""If you are medications that would have an effect, but it doesn't seem to after your erection.  I would think that maybe you are not interested in this particular partner as seriously as you think.  If it continues, discuss it with you doctor to see if there are any physical reasons.  Sounds like a emotional/psychological issue."", 'Well are you on any kind of medication like Prozak?  Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm.  If so, consult your physician.', ""Did you feel like maybe you might have had to go pee? One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. Hope I can help."", ""Happens here too; makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill.""]",I can't seal the deal in sex.?,"if you don't climax and you are frustrated, then it is an issue you want to deal with.There is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.You might want to talk with a urologist about this, If you are medications that would have an effect, but it doesn't seem to after your erection. Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm. makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill. "
SUGGESTION,"<pad> Disability is a problem, but it's hard for men to get an erection for a long period of time.</s>","Consider seeking advice from a urologist to address the issue and consult with a sex therapist for potential assistance. If the problem persists, it is advisable to discuss it with your doctor to explore potential underlying physical causes.","[""This obviously has a good side and a bad side. Your lasting power would make most of us envious! But, if you don't climax and you are frustrated, then it is an issue you want to deal with.\n\nThere is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.\n\nYou might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful."", ""If you are medications that would have an effect, but it doesn't seem to after your erection.  I would think that maybe you are not interested in this particular partner as seriously as you think.  If it continues, discuss it with you doctor to see if there are any physical reasons.  Sounds like a emotional/psychological issue."", 'Well are you on any kind of medication like Prozak?  Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm.  If so, consult your physician.', ""Did you feel like maybe you might have had to go pee? One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. Hope I can help."", ""Happens here too; makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill.""]",I can't seal the deal in sex.?,".You might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful If it continues, discuss it with you doctor to see if there are any physical reasons. "
EXPERIENCE,<pad> Chronic ejaculation is a problem for men.</s>,"In users experience, one user shares that the person might not be into the partner. Another user realized that the need to urinate was a factor hindering the climax from personal experience who had sex for 3 1/2 hours because he couldnt get off.","[""This obviously has a good side and a bad side. Your lasting power would make most of us envious! But, if you don't climax and you are frustrated, then it is an issue you want to deal with.\n\nThere is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.\n\nYou might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful."", ""If you are medications that would have an effect, but it doesn't seem to after your erection.  I would think that maybe you are not interested in this particular partner as seriously as you think.  If it continues, discuss it with you doctor to see if there are any physical reasons.  Sounds like a emotional/psychological issue."", 'Well are you on any kind of medication like Prozak?  Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm.  If so, consult your physician.', ""Did you feel like maybe you might have had to go pee? One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. Hope I can help."", ""Happens here too; makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill.""]",I can't seal the deal in sex.?,"I would think that maybe you are not interested in this particular partner as seriously as you think. One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. "
CAUSE,"<pad> Chronic ejaculation is a symptom of a particular condition, symptom, or disease.</s>",A cause could be emotional or psychological issue,"[""This obviously has a good side and a bad side. Your lasting power would make most of us envious! But, if you don't climax and you are frustrated, then it is an issue you want to deal with.\n\nThere is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.\n\nYou might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful."", ""If you are medications that would have an effect, but it doesn't seem to after your erection.  I would think that maybe you are not interested in this particular partner as seriously as you think.  If it continues, discuss it with you doctor to see if there are any physical reasons.  Sounds like a emotional/psychological issue."", 'Well are you on any kind of medication like Prozak?  Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm.  If so, consult your physician.', ""Did you feel like maybe you might have had to go pee? One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. Hope I can help."", ""Happens here too; makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill.""]",I can't seal the deal in sex.?,Sounds like a emotional/psychological issue 
QUESTION,"<pad> Profiling, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation, ejaculation,",Question is asked if the user has taken medication such as Prozac. During intercourse did he feel like peeing.,"[""This obviously has a good side and a bad side. Your lasting power would make most of us envious! But, if you don't climax and you are frustrated, then it is an issue you want to deal with.\n\nThere is such a think as delayed ejaculation, where a man can't climax or climaxes with difficulty after a long period of time. But in these cases men want to climax sooner and can't.\n\nYou might want to talk with a urologist about this, and see what he/she says. It may be that a sex therapist might be helpful."", ""If you are medications that would have an effect, but it doesn't seem to after your erection.  I would think that maybe you are not interested in this particular partner as seriously as you think.  If it continues, discuss it with you doctor to see if there are any physical reasons.  Sounds like a emotional/psychological issue."", 'Well are you on any kind of medication like Prozak?  Prozak and some other medication can help males keep an erection for a long time but side effect is that its hard for them to get an orgasm.  If so, consult your physician.', ""Did you feel like maybe you might have had to go pee? One time my boyfriend and I had sex for 3 1/2 hours because he couldnt get off! It was great for me lemme tell ya! I had my say plenty of times! ;) But, we eventually gave up. At a later time, we figured out that if he's gotta go, then its gona keep him from getting off. Hope I can help."", ""Happens here too; makes her feel great but then makes her feel like she's failed. I suspect its from yrs of conditioning so as not to get her pregnant after she went off the pill.""]",I can't seal the deal in sex.?,Well are you on any kind of medication like Prozak? Did you feel like maybe you might have had to go pee? 
INFORMATION, of a particular disease or disease.</s>,Many people think that they get enough sleep when they don't.,"['many people think they get enough when they are wrong try sleeping more', 'are you mad??? at someone?']",Yawning Disorder?,many people think they get enough when they are wrong try sleeping more 
INFORMATION,"septics, asthmatics, asthmatics and asthmatics.</s>","According to one individual, Kombucha, a fungus grown in tea, is believed to enhance the health benefits of tea by providing enzymes, antioxidants, and vitamins. The person suggests that Kombucha may have potential health benefits, including addressing asthma. They recommend looking up Kombucha on Google, specifically mentioning the third result, for more information on its potential benefits. Additionally, the individual notes that asthma is a genetic disorder that can impact the respiratory system's ability to function properly, especially when exposed to certain factors like smells or dust.","['Yes, It makes me feel so good to deliver the answer to this question.\n\nKombucha is a fungus you grow in tea and and it makes the tea extremely healthy with enzimes, antioxodents, vitamins, and the cure to many things. One of them happens to be Asthma.\n\nLook up Kombucha on google and the 3rd result should be he right way to go.', ""I really don't think so. Asthma is a genatics disorder making the lungs and the respiratory system in general unable to perform it's duty well if subjected to certain factors like smells or dust ..etc.\n\nBut I certainly hope so as I am asthmatic.\n\nGood luck""]",IS THERE ANY CURE FOR AASTHAMA?,"Kombucha is a fungus you grow in tea and and it makes the tea extremely healthy with enzimes, antioxodents, vitamins, and the cure to many things. One of them happens to be Asthma.Look up Kombucha on google and the 3rd result should be he right way to go Asthma is a genatics disorder making the lungs and the respiratory system in general unable to perform it's duty well if subjected to certain factors like smells or dust "
INFORMATION,"ness, depression, anxiety, depression, depression, anxiety, depression, anxiety, depression, depression, anxiety, depression and depression.</s>",Vinegar and water is a safe detoxifier if you can manage the taste. Some people do not believe that there is a such thing as a detoxifier.,"['Have not myself tried. But it is a safe detoxifier.\nIf you can stomach the taste', 'No.\nThere is no such thing as a detoxifier.\n\nDrink water (or the water contained in natural fruit juices - use a variety) and have a good nights rest.\nYour body will look after itself - that is what the liver and kidneys do.']","8 oz water + 1tbs vineger as a detoxifier, ever tried, does it work, heard it on t.v.?",it is a safe detoxifier.If you can stomach the taste .There is no such thing as a detoxifie 
SUGGESTION,"<pad>, if you can stomach the taste of a detoxifier, drink water (or the water contained in natural fruit juices) and have a good night rest. If you can stomach the taste of a detoxifier, drink water (or the water contained in natural fruit juices) and have a good night rest. If you can stomach the taste of a detoxifier, drink water (or the water contained in natural fruit juices, use a variety",It is suggested to drink water or water contained in natural fruits and to have a good night rest to let your body take care of itself.,"['Have not myself tried. But it is a safe detoxifier.\nIf you can stomach the taste', 'No.\nThere is no such thing as a detoxifier.\n\nDrink water (or the water contained in natural fruit juices - use a variety) and have a good nights rest.\nYour body will look after itself - that is what the liver and kidneys do.']","8 oz water + 1tbs vineger as a detoxifier, ever tried, does it work, heard it on t.v.?",.Drink water (or the water contained in natural fruit juices - use a variety) and have a good nights rest.Your body will look after itself 
INFORMATION,"<pad> Medicine meaning drugs - no, but there are better screening and diagnostic tests that can be done earlier and more effectively to extend the life of those afflicted.</s>","Some users believe there are natural cures for cancer, these potential treatments often face opposition from regulatory bodies like the FDA and the medical industry, which profit from existing treatments. Some herbs and alternative approaches are not officially endorsed because they haven't undergone FDA testing. Despite this, ongoing research and advances in cancer detection and treatment offer hope for extending the lives of those with cancer. Surgery and chemotherapy can be options, though they are often palliative. Medical science is working towards breakthrough methods to target specific types of cancer without harmful side effects, but finding a universal cure for all cancer types remains a complex challenge.","[""Yes, there are many cures however these cures are purchased by the gov. and FDA and like groups and destroyed because there are currently health-related businesses that are making billions of dollars a year on sick people. These cures are natural, mainly herbal and anyone could grow them. That would send FDA's profits down the tube. The FDA and hospitals are businesses, so they'll do whatever it takes to keep these cures buried. Here is a clue, though. Many herbs bottles say that their product hasn't been tested by the FDA and must deny any ability to cure. You can find lots of research nowdays. Kevin Trudeau has written alot on this subject. If you know someone with cancer, it's worth looking into and reading about eastern medicine. So, is there a medicine to cure cancer? Medicine meaning drugs - no. Drugs are poison; creations in a lab. Medicine like herbs - yes!"", 'Unfortunately nothing to cure cancer no,but there are better screening and diagnostic tests that can be done earlier and more effectively to extend the life of those afflicted.\n\nHopefully soon there will be a cure.', 'Of course. Exspecially if you believe there is.', 'no there is no medicine cure for cancer. surgery may help to remove certain cancer mass. chemotherapy is also a palliative treatment.', 'Medicine is getting close to a breakthrough method for actually attacking several types of cancers without side effects. Read the yahoo news and type ""cancer"" and you will see the latest approaches. So far, the issue with cancer is that there a gazillions of types of cancer, so it\'s not easy to find a cure for all of them. Wishing you well...']",Is there any medicine to cure cancer?,"Yes, there are many cures however these cures are purchased by the gov. FDA and like groups and destroyed because there are currently health-related businesses that are making billions of dollars a year on sick people. These cures are natural, mainly herbal and anyone could grow them. That would send FDA's profits down the tube. The FDA and hospitals are businesses, so they'll do whatever it takes to keep these cures buried. Many herbs bottles say that their product hasn't been tested by the FDA and must deny any ability to cure. You can find lots of research nowdays. Kevin Trudeau has written alot on this subject. If you know someone with cancer, it's worth looking into and reading about eastern medicine. Medicine like herbs Unfortunately nothing to cure cancer no,but there are better screening and diagnostic tests that can be done earlier and more effectively to extend the life of those afflicte surgery may help to remove certain cancer mass. chemotherapy is also a palliative treatment Medicine is getting close to a breakthrough method for actually attacking several types of cancers without side effects the issue with cancer is that there a gazillions of types of cancer, so it's not easy to find a cure for all of them. "
